"Name","Volume","Quantity","Caffeine","Date"
"レッドブル","250","1","80","2024/01/01 0:00:00"
"グレープタイザー","-1","1","0","2024/01/01 0:00:00"
"レッドブル","250","1","80","2024/01/02 0:00:00"
"銀のねぶた","-1","1","0","2024/01/02 0:00:00"
"青のねぶた","-1","1","0","2024/01/02 0:00:00"
"エフ・ラベルニュ","-1","1","0","2024/01/03 0:00:00"
"レッドブル","250","1","80","2024/01/03 0:00:00"
"サントリー プレミアムモルツ 香るエール","-1","1","0","2024/01/04 0:00:00"
"赤玉パンチ","-1","1","0","2024/01/04 0:00:00"
"ジンジャーエール","-1","1","0","2024/01/04 0:00:00"
"C.C.レモン 500ml PET","500","1","0","2024/01/04 0:00:00"
"レッドブル","250","1","80","2024/01/05 0:00:00"
"ビール","-1","1","0","2024/01/05 0:00:00"
"レッドブル","250","1","80","2024/01/06 0:00:00"
"三ツ矢 特濃 グレープスカッシュ","-1","1","0","2024/01/06 0:00:00"
"ZONe Ver.2.2.0 type-T","-1","1","150","2024/01/07 0:00:00"
"レッドブル","250","1","80","2024/01/08 0:00:00"
"リボンナポリン","-1","1","0","2024/01/08 0:00:00"
"青のねぶた","-1","1","0","2024/01/08 0:00:00"
"レッドブル","250","1","80","2024/01/09 0:00:00"
"銀のねぶた","-1","1","0","2024/01/09 0:00:00"
"レッドブル","250","1","80","2024/01/10 0:00:00"
"レッドブル","250","1","80","2024/01/11 0:00:00"
"青のねぶた","-1","1","0","2024/01/11 0:00:00"
"ZIMA","-1","1","0","2024/01/11 0:00:00"
"モンスターエナジー パイプラインパンチ","355","1","142","2024/01/12 0:00:00"
"アサヒスーパードライ","-1","1","0","2024/01/12 0:00:00"
"レッドブル","250","1","80","2024/01/13 0:00:00"
"青のねぶた","-1","1","0","2024/01/13 0:00:00"
"レッドブル パープルエディション","-1","1","80","2024/01/14 0:00:00"
"赤のねぶた","-1","1","0","2024/01/14 0:00:00"
"金のねぶた","-1","1","0","2024/01/14 0:00:00"
"レッドブル","473","1","151","2024/01/15 0:00:00"
"赤のねぶた","-1","1","0","2024/01/15 0:00:00"
"金のねぶた","-1","1","0","2024/01/15 0:00:00"
"モンスターエナジー","355","1","142","2024/01/16 0:00:00"
"赤のねぶた","-1","1","0","2024/01/16 0:00:00"
"レッドブル","250","1","142","2024/01/17 0:00:00"
"金のねぶた","-1","1","0","2024/01/17 0:00:00"
"ペプシコーラ","500","1","0","2024/01/18 0:00:00"
"赤のねぶた","-1","1","0","2024/01/18 0:00:00"
"ドクターペッパー","350","1","0","2024/01/19 0:00:00"
"コカ・コーラ","160","1","0","2024/01/19 0:00:00"
"金のねぶた","-1","1","0","2024/01/19 0:00:00"
"赤のねぶた","-1","1","0","2024/01/19 0:00:00"
"青のねぶた","-1","1","0","2024/01/20 0:00:00"
"赤のねぶた","-1","1","0","2024/01/20 0:00:00"
"響","-1","1","0","2024/01/20 0:00:00"
"POP ホワイトソーダ","-1","1","0","2024/01/21 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/01/22 0:00:00"
"チルアウト","250","1","0","2024/01/22 0:00:00"
"コカ･コーラ ゼロカフェイン","-1","1","0","2024/01/23 0:00:00"
"銀のねぶた","-1","1","0","2024/01/23 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/01/24 0:00:00"
"金のねぶた","-1","1","0","2024/01/24 0:00:00"
"赤のねぶた","-1","1","0","2024/01/24 0:00:00"
"蘋果西打","-1","1","0","2024/01/25 0:00:00"
"三ツ矢 PREMIUM SWEET PET","500","1","0","2024/01/25 0:00:00"
"赤のねぶた","-1","1","0","2024/01/26 0:00:00"
"黒松沙士","-1","1","0","2024/01/26 0:00:00"
"レッドブル","250","1","0","2024/01/27 0:00:00"
"赤のねぶた","-1","1","0","2024/01/27 0:00:00"
"金のねぶた","-1","1","0","2024/01/27 0:00:00"
"カバ　ポエマ　ブリュット・ロゼ","-1","1","0","2024/01/28 0:00:00"
"レッドブル","250","1","0","2024/01/29 0:00:00"
"赤のねぶた","-1","1","0","2024/01/29 0:00:00"
"レッドブル","250","1","0","2024/01/30 0:00:00"
"POPメロンソーダ","-1","1","0","2024/01/30 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/01/31 0:00:00"
"赤のねぶた","-1","1","0","2024/01/31 0:00:00"
"レッドブル","250","1","0","2024/02/01 0:00:00"
"金のねぶた","-1","1","0","2024/02/01 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/02/02 0:00:00"
"ファンタオレンジ","500","1","0","2024/02/02 0:00:00"
"レッドブル","250","1","0","2024/02/03 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/02/04 0:00:00"
"ユンケルローヤル・C3","-1","1","30","2024/02/05 0:00:00"
"金のねぶた","-1","1","0","2024/02/05 0:00:00"
"レッドブル","250","1","80","2024/02/06 0:00:00"
"ザ・プレミアム・モルツ 〈ジャパニーズエール〉春空エール","-1","1","0","2024/02/06 0:00:00"
"レッドブル","250","1","80","2024/02/07 0:00:00"
"ファンタグレープ","500","1","0","2024/02/07 0:00:00"
"レッドブル","250","1","80","2024/02/08 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/02/08 0:00:00"
"ファンタオレンジ","500","1","0","2024/02/08 0:00:00"
"レッドブル","250","1","80","2024/02/09 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/02/09 0:00:00"
"銀のねぶた","-1","1","0","2024/02/09 0:00:00"
"レッドブル","250","1","80","2024/02/11 0:00:00"
"ファンタメロン","-1","1","0","2024/02/11 0:00:00"
"アサヒスーパードライ","-1","1","0","2024/02/11 0:00:00"
"青のねぶた","-1","1","0","2024/02/11 0:00:00"
"モンスター ロッシ","-1","1","124","2024/02/12 0:00:00"
"赤のねぶた","-1","1","0","2024/02/12 0:00:00"
"レッドブル","355","1","114","2024/02/13 0:00:00"
"BLUE MOON","-1","1","0","2024/02/13 0:00:00"
"レッドブル サマーエディション","-1","1","80","2024/02/14 0:00:00"
"金のねぶた","-1","1","0","2024/02/14 0:00:00"
"ZONe Big Luck","-1","1","75","2024/02/15 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/02/15 0:00:00"
"レッドブル","250","1","80","2024/02/15 0:00:00"
"レッドブル","250","1","80","2024/02/17 0:00:00"
"赤のねぶた","-1","1","0","2024/02/17 0:00:00"
"レッドブル","250","1","80","2024/02/18 0:00:00"
"ファンタメロン","-1","1","0","2024/02/18 0:00:00"
"レッドブル","250","1","80","2024/02/19 0:00:00"
"金のねぶた","-1","1","0","2024/02/19 0:00:00"
"コカ・コーラ","500","1","0","2024/02/20 0:00:00"
"金のねぶた","-1","1","0","2024/02/20 0:00:00"
"青のねぶた","-1","1","0","2024/02/20 0:00:00"
"レッドブル ブルーエディション","250","1","80","2024/02/21 0:00:00"
"ファンタオレンジ","500","1","0","2024/02/21 0:00:00"
"三ツ矢芳醇南高梅","-1","1","0","2024/02/21 0:00:00"
"レッドブル","250","1","80","2024/02/22 0:00:00"
"オレンジジュース","-1","1","0","2024/02/22 0:00:00"
"ニッカ弘前 生シードル・ドライ","200","1","0","2024/02/22 0:00:00"
"リンゴジュース","-1","1","0","2024/02/23 0:00:00"
"レッドブル","250","1","80","2024/02/24 0:00:00"
"パイナップルジュース","-1","1","0","2024/02/24 0:00:00"
"タリーズコーヒー ココアラテ トール","-1","1","-1","2024/02/25 0:00:00"
"コカ・コーラ","500","1","0","2024/02/25 0:00:00"
"レッドブル","250","1","80","2024/02/26 0:00:00"
"レッドブル","250","1","80","2024/02/27 0:00:00"
"ホットチョコレート","-1","1","-1","2024/02/27 0:00:00"
"ファンタオレンジ","-1","1","0","2024/02/27 0:00:00"
"レッドブル","473","1","151","2024/02/28 0:00:00"
"ヒューガルデン","-1","1","0","2024/02/28 0:00:00"
"オレンジブーン プレミアムラガービール","-1","1","0","2024/02/28 0:00:00"
"赤のねぶた","-1","1","0","2024/02/28 0:00:00"
"レッドブル","250","1","80","2024/02/29 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/02/29 0:00:00"
"モンスター カオス","355","1","142","2024/03/01 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","2","0","2024/03/01 0:00:00"
"POPメロンソーダ","-1","1","0","2024/03/02 0:00:00"
"レッドブル","250","1","80","2024/03/02 0:00:00"
"プレミアムモルツ","-1","1","0","2024/03/02 0:00:00"
"BREWDOG MASH UP IPA","-1","1","0","2024/03/02 0:00:00"
"ペプシコーラ","500","1","0","2024/03/03 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/03 0:00:00"
"三ツ矢芳醇南高梅","-1","1","0","2024/03/03 0:00:00"
"レッドブル","250","1","0","2024/03/04 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/04 0:00:00"
"レッドブル","250","1","80","2024/03/05 0:00:00"
"ホットチョコレート","-1","1","0","2024/03/05 0:00:00"
"レッドブル","250","1","80","2024/03/06 0:00:00"
"キレートレモン","155","1","0","2024/03/06 0:00:00"
"ニッカ弘前 生シードル・スイート","-1","1","0","2024/03/06 0:00:00"
"赤のねぶた","-1","1","0","2024/03/06 0:00:00"
"モンスターエナジー","355","1","142","2024/03/07 0:00:00"
"ストロベリージントニック","-1","1","0","2024/03/07 0:00:00"
"レッドブル","250","1","80","2024/03/08 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/08 0:00:00"
"TYB ジントニック","-1","1","0","2024/03/08 0:00:00"
"TYB サングリア","-1","1","0","2024/03/08 0:00:00"
"レッドブル","250","1","80","2024/03/09 0:00:00"
"金のねぶた","-1","1","0","2024/03/09 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/09 0:00:00"
"コカ・コーラ","500","1","0","2024/03/10 0:00:00"
"リポビタンD プレミアム","-1","1","50","2024/03/11 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/11 0:00:00"
"三ツ矢特濃マスカットスカッシュ","-1","1","0","2024/03/11 0:00:00"
"コカ・コーラ","160","1","0","2024/03/12 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/12 0:00:00"
"銀のねぶた","-1","1","0","2024/03/12 0:00:00"
"野菜生活１００ Smoothie ベリー＆ざくろスムージー","-1","1","0","2024/03/13 0:00:00"
"7プレミアム 強炭酸水","500","1","0","2024/03/13 0:00:00"
"","320","1","0","2024/03/13 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/14 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/14 0:00:00"
"三ツ矢とろっとマンゴーMIX","-1","1","0","2024/03/14 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/15 0:00:00"
"赤のねぶた","-1","1","0","2024/03/15 0:00:00"
"一番搾り","-1","1","0","2024/03/16 0:00:00"
"オレンジワイン","-1","1","0","2024/03/16 0:00:00"
"白ワイン","-1","1","0","2024/03/16 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/16 0:00:00"
"レッドブル","250","1","80","2024/03/17 0:00:00"
"シャンディガフ","-1","1","0","2024/03/17 0:00:00"
"ファンタオレンジ","-1","1","0","2024/03/18 0:00:00"
"コカ・コーラ ゼロ クリエーションズ K-Wave","500","1","0","2024/03/19 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/19 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/19 0:00:00"
"レッドブル スプリングエディション","-1","1","80","2024/03/20 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/20 0:00:00"
"レッドブル","355","1","80","2024/03/21 0:00:00"
"チオビタドリンク","-1","1","50","2024/03/21 0:00:00"
"レッドブル","250","1","80","2024/03/22 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/22 0:00:00"
"キリンラガービール","-1","1","0","2024/03/22 0:00:00"
"サントリー生ビール","-1","1","0","2024/03/22 0:00:00"
"日本酒","-1","1","0","2024/03/22 0:00:00"
"リアルゴールド ウルトラチャージレモン","-1","1","0","2024/03/22 0:00:00"
"ペプシコーラ","500","1","0","2024/03/23 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/23 0:00:00"
"コカ・コーラ","160","1","0","2024/03/24 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/24 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/25 0:00:00"
"Amaya cava brut reserva","-1","1","0","2024/03/25 0:00:00"
"金のねぶた","-1","1","0","2024/03/26 0:00:00"
"レッドブル","250","1","80","2024/03/26 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/26 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/26 0:00:00"
"レッドブル","250","1","80","2024/03/27 0:00:00"
"リポビタンD","-1","1","50","2024/03/27 0:00:00"
"キリン一番搾り","-1","1","0","2024/03/27 0:00:00"
"キリンブラウマイスター","-1","1","0","2024/03/27 0:00:00"
"レッドアイ","-1","1","0","2024/03/27 0:00:00"
"レッドブル","250","1","80","2024/03/28 0:00:00"
"ファンタオレンジ","500","1","0","2024/03/28 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/03/28 0:00:00"
"レッドブル","250","1","80","2024/03/29 0:00:00"
"チョコラBB ハイパー","-1","1","50","2024/03/29 0:00:00"
"レッドブル","250","1","80","2024/03/30 0:00:00"
"チョコラBB ゴールドリッチ","-1","1","50","2024/03/30 0:00:00"
"レッドブル","250","1","80","2024/03/31 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/03/31 0:00:00"
"キリンSPRING VALLEY シルクエール＜白＞ 350ml 缶","350","1","0","2024/03/31 0:00:00"
"レッドブル","250","1","80","2024/04/01 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/01 0:00:00"
"チョコラBBローヤル2","-1","1","50","2024/04/01 0:00:00"
"レッドブル","250","1","80","2024/04/02 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/02 0:00:00"
"赤のねぶた","-1","1","0","2024/04/02 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/04/02 0:00:00"
"レッドブル","250","1","80","2024/04/03 0:00:00"
"ザ・プレミアム・モルツ香るエール〈初仕込〉","-1","1","0","2024/04/03 0:00:00"
"モンスター ウルトラバイオレット","355","1","142","2024/04/04 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/04 0:00:00"
"金のねぶた","-1","1","0","2024/04/04 0:00:00"
"レッドブル","250","1","80","2024/04/05 0:00:00"
"ファンタメロン","-1","1","0","2024/04/05 0:00:00"
"アサヒスーパードライ","-1","1","0","2024/04/05 0:00:00"
"ハイボール","-1","1","0","2024/04/05 0:00:00"
"レッドブル","250","1","80","2024/04/06 0:00:00"
"赤のねぶた","-1","1","0","2024/04/06 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/04/06 0:00:00"
"レッドブル","250","1","80","2024/04/07 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/07 0:00:00"
"金のねぶた","-1","1","0","2024/04/07 0:00:00"
"レッドブル","250","1","80","2024/04/08 0:00:00"
"レッドブル","250","1","80","2024/04/09 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/09 0:00:00"
"コロナ エキストラ","330","1","0","2024/04/09 0:00:00"
"レッドブル","250","1","80","2024/04/10 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/04/10 0:00:00"
"レッドブル","355","1","114","2024/04/11 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/11 0:00:00"
"レッドブル","250","1","80","2024/04/12 0:00:00"
"スコール","-1","1","0","2024/04/12 0:00:00"
"ペプシコーラ","500","1","50","2024/04/13 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/04/14 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/04/15 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/16 0:00:00"
"ファンタオレンジ","500","1","0","2024/04/17 0:00:00"
"金のねぶた","-1","1","0","2024/04/17 0:00:00"
"レッドブル","250","1","0","2024/04/18 0:00:00"
"バドワイザー","355","1","0","2024/04/18 0:00:00"
"ザ・プレミアム・モルツ 〈ジャパニーズエール〉そよ風エール","-1","1","0","2024/04/18 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/04/19 0:00:00"
"赤のねぶた","-1","1","0","2024/04/19 0:00:00"
"ファンタオレンジ","500","1","0","2024/04/20 0:00:00"
"レッドブル","250","1","0","2024/04/21 0:00:00"
"ファンタオレンジ","350","1","0","2024/04/22 0:00:00"
"BUSKER IRISH WHISKEY","-1","1","0","2024/04/22 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/04/23 0:00:00"
"レッドブル","250","1","80","2024/04/24 0:00:00"
"C1000 ビタミンレモン","-1","1","0","2024/04/24 0:00:00"
"ファンタオレンジ","700","1","0","2024/04/25 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/04/26 0:00:00"
"レッドブル","250","1","0","2024/04/27 0:00:00"
"スプライト","350","1","0","2024/04/28 0:00:00"
"ZIMA","-1","1","0","2024/04/29 0:00:00"
"ファンタオレンジ","-1","1","0","2024/04/29 0:00:00"
"レッドブル","250","1","0","2024/04/30 0:00:00"
"アサヒスーパードライ","-1","1","0","2024/04/30 0:00:00"
"白ワイン","-1","1","0","2024/04/30 0:00:00"
"レッドアイ","-1","1","0","2024/04/30 0:00:00"
"XYZ Sonic","-1","1","0","2024/04/30 0:00:00"
"三ツ矢こだわりぎゅっとメロンソーダ","-1","1","0","2024/05/01 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/01 0:00:00"
"レッドブル","250","1","0","2024/05/02 0:00:00"
"キリンガラナ","300","1","0","2024/05/03 0:00:00"
"ノンアルコールカクテル","-1","1","18","2024/05/03 0:00:00"
"ジンジャーエール","-1","1","0","2024/05/03 0:00:00"
"レッドブル","250","1","80","2024/05/03 0:00:00"
"レッドブル スプリングエディション","250","1","80","2024/05/05 0:00:00"
"レッドブル","250","1","80","2024/05/06 0:00:00"
"モンスターエナジー","-1","1","142","2024/05/07 0:00:00"
"ヒューガルデン ロゼ","330","1","0","2024/05/07 0:00:00"
"レッドブル","250","1","80","2024/05/08 0:00:00"
"ウィルキンソン ジンジャエール","500","1","0","2024/05/08 0:00:00"
"BUSKER IRISH WHISKEY","-1","1","0","2024/05/08 0:00:00"
"レッドブル","250","1","80","2024/05/09 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/09 0:00:00"
"レッドブル","250","1","80","2024/05/10 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/10 0:00:00"
"BUSKER IRISH WHISKEY","-1","1","0","2024/05/10 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/05/10 0:00:00"
"レッドブル","250","1","80","2024/05/11 0:00:00"
"レッドブル","250","1","80","2024/05/12 0:00:00"
"レッドブル","250","1","80","2024/05/13 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/05/13 0:00:00"
"BUSKER IRISH WHISKEY","-1","1","0","2024/05/13 0:00:00"
"レッドブル","250","1","80","2024/05/14 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/05/14 0:00:00"
"コカ・コーラ","500","1","50","2024/05/15 0:00:00"
"ファンタメロン","-1","1","0","2024/05/16 0:00:00"
"ペプシコーラ","500","1","50","2024/05/17 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/05/18 0:00:00"
"BUSKER IRISH WHISKEY","-1","1","0","2024/05/18 0:00:00"
"デカビタC","-1","1","10.5","2024/05/19 0:00:00"
"BUSKER IRISH WHISKEY","-1","1","0","2024/05/19 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/20 0:00:00"
"スコールメロン","500","1","0","2024/05/20 0:00:00"
"金のねぶた","-1","1","0","2024/05/20 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/21 0:00:00"
"赤のねぶた","-1","1","0","2024/05/21 0:00:00"
"レッドブル","250","1","80","2024/05/22 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/05/23 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/24 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/05/24 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/25 0:00:00"
"レッドブル","250","1","80","2024/05/26 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/26 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/05/27 0:00:00"
"赤のねぶた","-1","1","0","2024/05/27 0:00:00"
"金のねぶた","-1","1","0","2024/05/27 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/05/28 0:00:00"
"HICAT","-1","1","0","2024/05/28 0:00:00"
"レッドブル","250","1","80","2024/05/29 0:00:00"
"金麦","-1","1","0","2024/05/29 0:00:00"
"HICAT","-1","1","0","2024/05/29 0:00:00"
"スプライト","500","1","0","2024/05/30 0:00:00"
"三ツ矢トロピカルブレンド","-1","1","0","2024/05/31 0:00:00"
"レッドブル","250","1","80","2024/06/01 0:00:00"
"赤のねぶた","-1","1","0","2024/06/02 0:00:00"
"レッドブル","250","1","80","2024/06/02 0:00:00"
"ファンタオレンジ","500","1","0","2024/06/02 0:00:00"
"ルートビア","-1","1","0","2024/06/03 0:00:00"
"レッドブル","250","1","80","2024/06/04 0:00:00"
"三ツ矢レモン","-1","1","0","2024/06/05 0:00:00"
"モンスター パピヨン","-1","1","142","2024/06/05 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/06/05 0:00:00"
"ペプシコーラ","500","1","50","2024/06/06 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/06/06 0:00:00"
"レッドブル","250","1","80","2024/06/07 0:00:00"
"ファンタシトラス＆メローイエロー","490","1","-1","2024/06/08 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/06/08 0:00:00"
"レッドブル ウィンターエディション","250","1","80","2024/06/09 0:00:00"
"レッドブル","250","1","80","2024/06/10 0:00:00"
"レッドブル","355","1","114","2024/06/11 0:00:00"
"レッドブル","250","1","80","2024/06/12 0:00:00"
"モンスター パピヨン","355","1","142","2024/06/13 0:00:00"
"シャイニースパークリングアップル","-1","1","0","2024/06/13 0:00:00"
"レッドブル","250","1","80","2024/06/14 0:00:00"
"プルーンFe 1日分の鉄分 のむヨーグルト 190g","-1","1","0","2024/06/14 0:00:00"
"金のねぶた","-1","1","0","2024/06/14 0:00:00"
"レッドブル","250","1","80","2024/06/15 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/06/15 0:00:00"
"ファンタオレンジ","500","1","0","2024/06/16 0:00:00"
"レッドブル","250","1","80","2024/06/16 0:00:00"
"レッドブル","250","1","80","2024/06/17 0:00:00"
"シャイニースパークリングアップル","-1","1","0","2024/06/17 0:00:00"
"レッドブル","250","1","80","2024/06/18 0:00:00"
"ガラナアンタルチカ","-1","1","0","2024/06/18 0:00:00"
"レッドブル","250","1","80","2024/06/19 0:00:00"
"ファンタオレンジ","500","1","0","2024/06/19 0:00:00"
"レッドブル","250","1","80","2024/06/20 0:00:00"
"ペプシコーラ","-1","1","50","2024/06/21 0:00:00"
